sample_name,fazenda,date,planta,tratamento,bloco,ramo,no,s1_flor_gemas,s1_flor_star,s1_flor_chumb,fruto_verde,fruto_parcial,fruto_vermelho,fruto_passa,fruto_secos,rv
fvicente_p2_t6_parc12_rEsq_n2,vicente,2026-01-13,2,t6,12,Esq,2,0,0,12,12,0,0,0,0,0
fvicente_p3_t6_parc12_rEsq_n2,vicente,2026-01-13,3,t6,12,Esq,2,0,0,8,5,0,0,0,0,0
fvicente_p1_t6_parc12_rEsq_n3,vicente,2026-01-13,1,t6,12,Esq,3,0,0,14,0,0,0,0,0,0
fvicente_p2_t6_parc12_rEsq_n3,vicente,2026-01-13,2,t6,12,Esq,3,0,0,5,16,0,0,0,0,0
fvicente_p3_t6_parc12_rEsq_n3,vicente,2026-01-13,3,t6,12,Esq,3,0,0,0,20,0,0,0,0,0
fvicente_p1_t1_parc13_rDir_n1,vicente,2026-01-13,1,t1,13,Dir,1,0,0,0,16,0,0,0,0,0
fvicente_p2_t1_parc13_rDir_n1,vicente,2026-01-13,2,t1,13,Dir,1,0,0,0,17,0,0,0,0,0
fvicente_p3_t1_parc13_rDir_n1,vicente,2026-01-13,3,t1,13,Dir,1,0,0,0,22,0,0,0,0,0
fvicente_p1_t1_parc13_rDir_n2,vicente,2026-01-13,1,t1,13,Dir,2,0,0,0,16,0,0,0,0,0
fvicente_p2_t1_parc13_rDir_n2,vicente,2026-01-13,2,t1,13,Dir,2,0,0,0,11,0,0,0,0,0
fvicente_p3_t1_parc13_rDir_n2,vicente,2026-01-13,3,t1,13,Dir,2,0,0,0,19,0,0,0,0,0
fvicente_p1_t1_parc13_rDir_n3,vicente,2026-01-13,1,t1,13,Dir,3,0,0,0,17,0,0,0,0,0
fvicente_p2_t1_parc13_rDir_n3,vicente,2026-01-13,2,t1,13,Dir,3,0,0,0,10,0,0,0,0,0
fvicente_p3_t1_parc13_rDir_n3,vicente,2026-01-13,3,t1,13,Dir,3,0,0,0,11,0,0,0,0,0
fvicente_p1_t1_parc13_rEsq_n1,vicente,2026-01-13,1,t1,13,Esq,1,0,0,6,0,0,0,0,0,0
fvicente_p2_t1_parc13_rEsq_n1,vicente,2026-01-13,2,t1,13,Esq,1,0,0,0,7,0,0,0,0,0
fvicente_p3_t1_parc13_rEsq_n1,vicente,2026-01-13,3,t1,13,Esq,1,0,0,0,11,0,0,0,0,0
fvicente_p1_t1_parc13_rEsq_n2,vicente,2026-01-13,1,t1,13,Esq,2,0,0,3,7,0,0,0,0,0
fvicente_p2_t1_parc13_rEsq_n2,vicente,2026-01-13,2,t1,13,Esq,2,0,0,0,17,0,0,0,0,0
fvicente_p3_t1_parc13_rEsq_n2,vicente,2026-01-13,3,t1,13,Esq,2,0,0,0,16,0,0,0,0,0
fvicente_p1_t1_parc13_rEsq_n3,vicente,2026-01-13,1,t1,13,Esq,3,0,0,0,15,0,0,0,0,0
fvicente_p2_t1_parc13_rEsq_n3,vicente,2026-01-13,2,t1,13,Esq,3,0,0,0,12,0,0,0,0,0
fvicente_p3_t1_parc13_rEsq_n3,vicente,2026-01-13,3,t1,13,Esq,3,0,0,0,19,0,0,0,0,0
fvicente_p1_t2_parc14_rDir_n1,vicente,2026-01-13,1,t2,14,Dir,1,0,0,3,3,0,0,0,0,0
fvicente_p2_t2_parc14_rDir_n1,vicente,2026-01-13,2,t2,14,Dir,1,0,0,0,18,0,0,0,0,0
fvicente_p3_t2_parc14_rDir_n1,vicente,2026-01-13,3,t2,14,Dir,1,0,0,0,23,0,0,0,0,0
fvicente_p1_t2_parc14_rDir_n2,vicente,2026-01-13,1,t2,14,Dir,2,0,0,0,9,0,0,0,0,0
fvicente_p2_t2_parc14_rDir_n2,vicente,2026-01-13,2,t2,14,Dir,2,0,0,0,14,0,0,0,0,0
fvicente_p3_t2_parc14_rDir_n2,vicente,2026-01-13,3,t2,14,Dir,2,0,0,0,22,0,0,0,0,0
fvicente_p1_t2_parc14_rDir_n3,vicente,2026-01-13,1,t2,14,Dir,3,0,0,0,6,0,0,0,0,0
fvicente_p2_t2_parc14_rDir_n3,vicente,2026-01-13,2,t2,14,Dir,3,0,0,0,20,0,0,0,0,0
fvicente_p3_t2_parc14_rDir_n3,vicente,2026-01-13,3,t2,14,Dir,3,0,0,0,13,0,0,0,0,0
fvicente_p1_t2_parc14_rEsq_n1,vicente,2026-01-13,1,t2,14,Esq,1,0,0,0,15,0,0,0,0,0
fvicente_p2_t2_parc14_rEsq_n1,vicente,2026-01-13,2,t2,14,Esq,1,0,0,0,22,0,0,0,0,0
fvicente_p3_t2_parc14_rEsq_n1,vicente,2026-01-13,3,t2,14,Esq,1,0,0,0,31,0,0,0,0,0
fvicente_p1_t2_parc14_rEsq_n2,vicente,2026-01-13,1,t2,14,Esq,2,0,0,0,19,0,0,0,0,0
fvicente_p2_t2_parc14_rEsq_n2,vicente,2026-01-13,2,t2,14,Esq,2,0,0,0,21,0,0,0,0,0
fvicente_p3_t2_parc14_rEsq_n2,vicente,2026-01-13,3,t2,14,Esq,2,0,0,0,25,0,0,0,0,0
fvicente_p1_t2_parc14_rEsq_n3,vicente,2026-01-13,1,t2,14,Esq,3,0,0,0,18,0,0,0,0,0
fvicente_p2_t2_parc14_rEsq_n3,vicente,2026-01-13,2,t2,14,Esq,3,0,0,0,14,0,0,0,0,0
fvicente_p3_t2_parc14_rEsq_n3,vicente,2026-01-13,3,t2,14,Esq,3,0,0,0,17,0,0,0,0,0
fvicente_p1_t3_parc15_rDir_n1,vicente,2026-01-13,1,t3,15,Dir,1,0,0,0,36,0,0,0,0,0
fvicente_p2_t3_parc15_rDir_n1,vicente,2026-01-13,2,t3,15,Dir,1,0,0,6,2,0,0,0,0,0
fvicente_p3_t3_parc15_rDir_n1,vicente,2026-01-13,3,t3,15,Dir,1,0,0,0,14,0,0,0,0,0
fvicente_p1_t3_parc15_rDir_n2,vicente,2026-01-13,1,t3,15,Dir,2,0,0,0,27,0,0,0,0,0
fvicente_p2_t3_parc15_rDir_n2,vicente,2026-01-13,2,t3,15,Dir,2,0,0,0,3,0,0,0,0,0
fvicente_p3_t3_parc15_rDir_n2,vicente,2026-01-13,3,t3,15,Dir,2,0,0,0,16,0,0,0,0,0
fvicente_p1_t3_parc15_rDir_n3,vicente,2026-01-13,1,t3,15,Dir,3,0,0,0,30,0,0,0,0,0
fvicente_p2_t3_parc15_rDir_n3,vicente,2026-01-13,2,t3,15,Dir,3,0,0,0,8,0,0,0,0,0
fvicente_p3_t3_parc15_rDir_n3,vicente,2026-01-13,3,t3,15,Dir,3,0,0,0,11,0,0,0,0,0
fvicente_p1_t3_parc15_rEsq_n1,vicente,2026-01-13,1,t3,15,Esq,1,0,0,0,19,0,0,0,0,0
fvicente_p2_t3_parc15_rEsq_n1,vicente,2026-01-13,2,t3,15,Esq,1,0,0,0,2,0,0,0,0,0
fvicente_p3_t3_parc15_rEsq_n1,vicente,2026-01-13,3,t3,15,Esq,1,0,0,0,23,0,0,0,0,0
fvicente_p1_t3_parc15_rEsq_n2,vicente,2026-01-13,1,t3,15,Esq,2,0,0,0,19,0,0,0,0,0
fvicente_p2_t3_parc15_rEsq_n2,vicente,2026-01-13,2,t3,15,Esq,2,0,0,0,9,0,0,0,0,0
fvicente_p3_t3_parc15_rEsq_n2,vicente,2026-01-13,3,t3,15,Esq,2,0,0,0,21,0,0,0,0,0
fvicente_p1_t3_parc15_rEsq_n3,vicente,2026-01-13,1,t3,15,Esq,3,0,0,0,21,0,0,0,0,0
fvicente_p2_t3_parc15_rEsq_n3,vicente,2026-01-13,2,t3,15,Esq,3,0,0,0,14,0,0,0,0,0
fvicente_p3_t3_parc15_rEsq_n3,vicente,2026-01-13,3,t3,15,Esq,3,0,0,0,19,0,0,0,0,0
fvicente_p1_t4_parc16_rDir_n1,vicente,2026-01-13,1,t4,16,Dir,1,0,0,0,12,0,0,0,0,0
fvicente_p2_t4_parc16_rDir_n1,vicente,2026-01-13,2,t4,16,Dir,1,0,0,0,15,0,0,0,0,0
fvicente_p3_t4_parc16_rDir_n1,vicente,2026-01-13,3,t4,16,Dir,1,0,0,0,25,0,0,0,0,0
fvicente_p1_t4_parc16_rDir_n2,vicente,2026-01-13,1,t4,16,Dir,2,0,0,0,14,0,0,0,0,0
fvicente_p2_t4_parc16_rDir_n2,vicente,2026-01-13,2,t4,16,Dir,2,0,0,0,22,0,0,0,0,0
fvicente_p3_t4_parc16_rDir_n2,vicente,2026-01-13,3,t4,16,Dir,2,0,0,0,22,0,0,0,0,0
fvicente_p1_t4_parc16_rDir_n3,vicente,2026-01-13,1,t4,16,Dir,3,0,0,0,16,0,0,0,0,0
fvicente_p2_t4_parc16_rDir_n3,vicente,2026-01-13,2,t4,16,Dir,3,0,0,0,16,0,0,0,0,0
fvicente_p3_t4_parc16_rDir_n3,vicente,2026-01-13,3,t4,16,Dir,3,0,0,0,10,0,0,0,0,0
fvicente_p1_t4_parc16_rEsq_n1,vicente,2026-01-13,1,t4,16,Esq,1,0,0,0,16,0,0,0,0,0
fvicente_p2_t4_parc16_rEsq_n1,vicente,2026-01-13,2,t4,16,Esq,1,0,0,0,28,0,0,0,0,0
fvicente_p3_t4_parc16_rEsq_n1,vicente,2026-01-13,3,t4,16,Esq,1,0,0,0,16,0,0,0,0,0
fvicente_p1_t4_parc16_rEsq_n2,vicente,2026-01-13,1,t4,16,Esq,2,0,0,0,18,0,0,0,0,0
fvicente_p2_t4_parc16_rEsq_n2,vicente,2026-01-13,2,t4,16,Esq,2,0,0,0,19,0,0,0,0,0
fvicente_p3_t4_parc16_rEsq_n2,vicente,2026-01-13,3,t4,16,Esq,2,0,0,0,14,0,0,0,0,0
fvicente_p1_t4_parc16_rEsq_n3,vicente,2026-01-13,1,t4,16,Esq,3,0,0,0,12,0,0,0,0,0
fvicente_p2_t4_parc16_rEsq_n3,vicente,2026-01-13,2,t4,16,Esq,3,0,0,0,12,0,0,0,0,0
fvicente_p3_t4_parc16_rEsq_n3,vicente,2026-01-13,3,t4,16,Esq,3,0,0,0,12,0,0,0,0,0
fvicente_p1_t5_parc17_rDir_n1,vicente,2026-01-13,1,t5,17,Dir,1,0,0,0,26,0,0,0,0,0
fvicente_p2_t5_parc17_rDir_n1,vicente,2026-01-13,2,t5,17,Dir,1,0,0,0,22,0,0,0,0,0
fvicente_p3_t5_parc17_rDir_n1,vicente,2026-01-13,3,t5,17,Dir,1,0,0,0,32,0,0,0,0,0
fvicente_p1_t5_parc17_rDir_n2,vicente,2026-01-13,1,t5,17,Dir,2,0,0,0,21,0,0,0,0,0
fvicente_p2_t5_parc17_rDir_n2,vicente,2026-01-13,2,t5,17,Dir,2,0,0,0,15,0,0,0,0,0
fvicente_p3_t5_parc17_rDir_n2,vicente,2026-01-13,3,t5,17,Dir,2,0,0,0,32,0,0,0,0,0
fvicente_p1_t5_parc17_rDir_n3,vicente,2026-01-13,1,t5,17,Dir,3,0,0,0,20,0,0,0,0,0
fvicente_p2_t5_parc17_rDir_n3,vicente,2026-01-13,2,t5,17,Dir,3,0,0,0,18,0,0,0,0,0
fvicente_p3_t5_parc17_rDir_n3,vicente,2026-01-13,3,t5,17,Dir,3,0,0,0,28,0,0,0,0,0
fvicente_p1_t5_parc17_rEsq_n1,vicente,2026-01-13,1,t5,17,Esq,1,0,0,0,22,0,0,0,0,0
fvicente_p2_t5_parc17_rEsq_n1,vicente,2026-01-13,2,t5,17,Esq,1,0,0,0,13,0,0,0,0,0
fvicente_p3_t5_parc17_rEsq_n1,vicente,2026-01-13,3,t5,17,Esq,1,0,0,0,25,0,0,0,0,0
fvicente_p1_t5_parc17_rEsq_n2,vicente,2026-01-13,1,t5,17,Esq,2,0,0,0,25,0,0,0,0,0
fvicente_p2_t5_parc17_rEsq_n2,vicente,2026-01-13,2,t5,17,Esq,2,0,0,0,7,0,0,0,0,0
fvicente_p3_t5_parc17_rEsq_n2,vicente,2026-01-13,3,t5,17,Esq,2,0,0,0,18,0,0,0,0,0
fvicente_p1_t5_parc17_rEsq_n3,vicente,2026-01-13,1,t5,17,Esq,3,0,0,0,16,0,0,0,0,0
fvicente_p2_t5_parc17_rEsq_n3,vicente,2026-01-13,2,t5,17,Esq,3,0,0,0,12,0,0,0,0,0
fvicente_p3_t5_parc17_rEsq_n3,vicente,2026-01-13,3,t5,17,Esq,3,0,0,0,15,0,0,0,0,0
fvicente_p1_t6_parc18_rDir_n1,vicente,2026-01-13,1,t6,18,Dir,1,0,0,0,21,0,0,0,0,0
fvicente_p2_t6_parc18_rDir_n1,vicente,2026-01-13,2,t6,18,Dir,1,0,0,0,19,0,0,0,0,0
fvicente_p3_t6_parc18_rDir_n1,vicente,2026-01-13,3,t6,18,Dir,1,0,0,0,17,0,0,0,0,0
fvicente_p1_t6_parc18_rDir_n2,vicente,2026-01-13,1,t6,18,Dir,2,0,0,0,24,0,0,0,0,0
fvicente_p2_t6_parc18_rDir_n2,vicente,2026-01-13,2,t6,18,Dir,2,0,0,0,21,0,0,0,0,0
fvicente_p3_t6_parc18_rDir_n2,vicente,2026-01-13,3,t6,18,Dir,2,0,0,4,14,0,0,0,0,0
fvicente_p1_t6_parc18_rDir_n3,vicente,2026-01-13,1,t6,18,Dir,3,0,0,0,23,0,0,0,0,0
fvicente_p2_t6_parc18_rDir_n3,vicente,2026-01-13,2,t6,18,Dir,3,0,0,0,7,0,0,0,0,0
fvicente_p3_t6_parc18_rDir_n3,vicente,2026-01-13,3,t6,18,Dir,3,0,0,3,11,0,0,0,0,0
fvicente_p1_t6_parc18_rEsq_n1,vicente,2026-01-13,1,t6,18,Esq,1,0,0,0,26,0,0,0,0,0
fvicente_p2_t6_parc18_rEsq_n1,vicente,2026-01-13,2,t6,18,Esq,1,0,0,0,19,0,0,0,0,0
fvicente_p3_t6_parc18_rEsq_n1,vicente,2026-01-13,3,t6,18,Esq,1,0,0,0,20,0,0,0,0,0
fvicente_p1_t6_parc18_rEsq_n2,vicente,2026-01-13,1,t6,18,Esq,2,0,0,0,27,0,0,0,0,0
fvicente_p2_t6_parc18_rEsq_n2,vicente,2026-01-13,2,t6,18,Esq,2,0,0,0,30,0,0,0,0,0
fvicente_p3_t6_parc18_rEsq_n2,vicente,2026-01-13,3,t6,18,Esq,2,0,0,0,16,0,0,0,1,0
fvicente_p1_t6_parc18_rEsq_n3,vicente,2026-01-13,1,t6,18,Esq,3,0,0,0,22,0,0,0,0,0
fvicente_p2_t6_parc18_rEsq_n3,vicente,2026-01-13,2,t6,18,Esq,3,0,0,0,26,0,0,0,0,0
fvicente_p3_t6_parc18_rEsq_n3,vicente,2026-01-13,3,t6,18,Esq,3,0,0,0,21,0,0,0,0,0
fvicente_p1_t1_parc19_rDir_n1,vicente,2026-01-13,1,t1,19,Dir,1,0,0,0,18,0,0,0,0,0
fvicente_p2_t1_parc19_rDir_n1,vicente,2026-01-13,2,t1,19,Dir,1,0,0,0,15,0,0,0,0,0
fvicente_p3_t1_parc19_rDir_n1,vicente,2026-01-13,3,t1,19,Dir,1,0,0,0,16,0,0,0,0,0
fvicente_p1_t1_parc19_rDir_n2,vicente,2026-01-13,1,t1,19,Dir,2,0,0,0,19,0,0,0,0,0
fvicente_p2_t1_parc19_rDir_n2,vicente,2026-01-13,2,t1,19,Dir,2,0,0,0,10,0,0,0,0,0
fvicente_p3_t1_parc19_rDir_n2,vicente,2026-01-13,3,t1,19,Dir,2,0,0,0,23,0,0,0,0,0
fvicente_p1_t1_parc19_rDir_n3,vicente,2026-01-13,1,t1,19,Dir,3,0,0,0,14,0,0,0,0,0
fvicente_p2_t1_parc19_rDir_n3,vicente,2026-01-13,2,t1,19,Dir,3,0,0,0,11,0,0,0,0,0
fvicente_p3_t1_parc19_rDir_n3,vicente,2026-01-13,3,t1,19,Dir,3,0,0,0,22,0,0,0,0,0
fvicente_p1_t1_parc19_rEsq_n1,vicente,2026-01-13,1,t1,19,Esq,1,0,0,0,15,0,0,0,0,0
fvicente_p2_t1_parc19_rEsq_n1,vicente,2026-01-13,2,t1,19,Esq,1,0,0,8,9,0,0,0,0,0
fvicente_p3_t1_parc19_rEsq_n1,vicente,2026-01-13,3,t1,19,Esq,1,0,0,1,16,0,0,0,0,0
fvicente_p1_t1_parc19_rEsq_n2,vicente,2026-01-13,1,t1,19,Esq,2,0,0,0,20,0,0,0,1,0
fvicente_p2_t1_parc19_rEsq_n2,vicente,2026-01-13,2,t1,19,Esq,2,0,0,0,6,0,0,0,1,0
fvicente_p3_t1_parc19_rEsq_n2,vicente,2026-01-13,3,t1,19,Esq,2,0,0,0,17,0,0,0,0,0
fvicente_p1_t1_parc19_rEsq_n3,vicente,2026-01-13,1,t1,19,Esq,3,0,0,0,18,0,0,0,1,0
fvicente_p2_t1_parc19_rEsq_n3,vicente,2026-01-13,2,t1,19,Esq,3,0,0,0,12,0,0,0,2,0
fvicente_p3_t1_parc19_rEsq_n3,vicente,2026-01-13,3,t1,19,Esq,3,0,0,0,16,0,0,0,0,0
fvicente_p1_t2_parc20_rDir_n1,vicente,2026-01-13,1,t2,20,Dir,1,0,0,6,30,0,0,0,0,0
fvicente_p2_t2_parc20_rDir_n1,vicente,2026-01-13,2,t2,20,Dir,1,0,0,0,10,0,0,0,0,0
fvicente_p3_t2_parc20_rDir_n1,vicente,2026-01-13,3,t2,20,Dir,1,0,0,8,13,0,0,0,0,0
fvicente_p1_t2_parc20_rDir_n2,vicente,2026-01-13,1,t2,20,Dir,2,0,0,8,15,0,0,0,0,0
fvicente_p2_t2_parc20_rDir_n2,vicente,2026-01-13,2,t2,20,Dir,2,0,0,2,14,0,0,0,0,0
fvicente_p3_t2_parc20_rDir_n2,vicente,2026-01-13,3,t2,20,Dir,2,0,0,0,20,0,0,0,0,0
fvicente_p1_t2_parc20_rDir_n3,vicente,2026-01-13,1,t2,20,Dir,3,0,0,9,16,0,0,0,0,0
fvicente_p2_t2_parc20_rDir_n3,vicente,2026-01-13,2,t2,20,Dir,3,0,0,0,8,0,0,0,0,0
fvicente_p3_t2_parc20_rDir_n3,vicente,2026-01-13,3,t2,20,Dir,3,0,0,0,16,0,0,0,0,0
fvicente_p1_t2_parc20_rEsq_n1,vicente,2026-01-13,1,t2,20,Esq,1,0,0,29,0,0,0,0,0,0
fvicente_p2_t2_parc20_rEsq_n1,vicente,2026-01-13,2,t2,20,Esq,1,0,0,18,0,0,0,0,0,0
fvicente_p3_t2_parc20_rEsq_n1,vicente,2026-01-13,3,t2,20,Esq,1,0,0,42,0,0,0,0,0,0
fvicente_p1_t2_parc20_rEsq_n2,vicente,2026-01-13,1,t2,20,Esq,2,0,0,27,0,0,0,0,0,0
fvicente_p2_t2_parc20_rEsq_n2,vicente,2026-01-13,2,t2,20,Esq,2,0,0,2,11,0,0,0,0,0
fvicente_p3_t2_parc20_rEsq_n2,vicente,2026-01-13,3,t2,20,Esq,2,0,0,24,0,0,0,0,0,0
fvicente_p1_t2_parc20_rEsq_n3,vicente,2026-01-13,1,t2,20,Esq,3,0,0,14,0,0,0,0,0,0
fvicente_p2_t2_parc20_rEsq_n3,vicente,2026-01-13,2,t2,20,Esq,3,0,0,0,6,0,0,0,0,0
fvicente_p3_t2_parc20_rEsq_n3,vicente,2026-01-13,3,t2,20,Esq,3,0,0,0,24,0,0,0,0,0
fvicente_p1_t3_parc21_rDir_n1,vicente,2026-01-13,1,t3,21,Dir,1,0,0,0,24,0,0,0,0,0
fvicente_p2_t3_parc21_rDir_n1,vicente,2026-01-13,2,t3,21,Dir,1,0,0,0,20,0,0,0,0,0
fvicente_p3_t3_parc21_rDir_n1,vicente,2026-01-13,3,t3,21,Dir,1,0,0,2,22,0,0,0,0,0
fvicente_p1_t3_parc21_rDir_n2,vicente,2026-01-13,1,t3,21,Dir,2,0,0,0,18,0,0,0,0,0
fvicente_p2_t3_parc21_rDir_n2,vicente,2026-01-13,2,t3,21,Dir,2,0,0,0,26,0,0,0,0,0
fvicente_p3_t3_parc21_rDir_n2,vicente,2026-01-13,3,t3,21,Dir,2,0,0,0,22,0,0,0,0,0
fvicente_p1_t3_parc21_rDir_n3,vicente,2026-01-13,1,t3,21,Dir,3,0,0,0,26,0,0,0,0,0
fvicente_p2_t3_parc21_rDir_n3,vicente,2026-01-13,2,t3,21,Dir,3,0,0,0,15,0,0,0,0,0
fvicente_p3_t3_parc21_rDir_n3,vicente,2026-01-13,3,t3,21,Dir,3,0,0,0,22,0,0,0,0,0
fvicente_p1_t3_parc21_rEsq_n1,vicente,2026-01-13,1,t3,21,Esq,1,0,0,0,18,0,0,0,0,0
fvicente_p2_t3_parc21_rEsq_n1,vicente,2026-01-13,2,t3,21,Esq,1,0,0,0,21,0,0,0,0,0
fvicente_p3_t3_parc21_rEsq_n1,vicente,2026-01-13,3,t3,21,Esq,1,0,0,0,10,0,0,0,0,0
fvicente_p1_t3_parc21_rEsq_n2,vicente,2026-01-13,1,t3,21,Esq,2,0,0,0,12,0,0,0,0,0
fvicente_p2_t3_parc21_rEsq_n2,vicente,2026-01-13,2,t3,21,Esq,2,0,0,0,21,0,0,0,0,0
fvicente_p3_t3_parc21_rEsq_n2,vicente,2026-01-13,3,t3,21,Esq,2,0,0,0,15,0,0,0,0,0
fvicente_p1_t3_parc21_rEsq_n3,vicente,2026-01-13,1,t3,21,Esq,3,0,0,0,12,0,0,0,0,0
fvicente_p2_t3_parc21_rEsq_n3,vicente,2026-01-13,2,t3,21,Esq,3,0,0,0,18,0,0,0,0,0
fvicente_p3_t3_parc21_rEsq_n3,vicente,2026-01-13,3,t3,21,Esq,3,0,0,0,10,0,0,0,0,0
fvicente_p1_t4_parc22_rDir_n1,vicente,2026-01-13,1,t4,22,Dir,1,0,0,1,8,0,0,0,0,0
fvicente_p2_t4_parc22_rDir_n1,vicente,2026-01-13,2,t4,22,Dir,1,0,0,0,8,0,0,0,0,0
fvicente_p3_t4_parc22_rDir_n1,vicente,2026-01-13,3,t4,22,Dir,1,0,0,0,28,0,0,0,0,0
fvicente_p1_t4_parc22_rDir_n2,vicente,2026-01-13,1,t4,22,Dir,2,0,0,0,16,0,0,0,0,0
fvicente_p2_t4_parc22_rDir_n2,vicente,2026-01-13,2,t4,22,Dir,2,0,0,0,12,0,0,0,0,0
fvicente_p3_t4_parc22_rDir_n2,vicente,2026-01-13,3,t4,22,Dir,2,0,0,0,30,0,0,0,0,0
fvicente_p1_t4_parc22_rDir_n3,vicente,2026-01-13,1,t4,22,Dir,3,0,0,0,8,0,0,0,0,0
fvicente_p2_t4_parc22_rDir_n3,vicente,2026-01-13,2,t4,22,Dir,3,0,0,0,18,0,0,0,0,0
fvicente_p3_t4_parc22_rDir_n3,vicente,2026-01-13,3,t4,22,Dir,3,0,0,0,16,0,0,0,0,0
fvicente_p1_t4_parc22_rEsq_n1,vicente,2026-01-13,1,t4,22,Esq,1,0,0,0,8,0,0,0,0,0
fvicente_p2_t4_parc22_rEsq_n1,vicente,2026-01-13,2,t4,22,Esq,1,0,0,0,5,0,0,0,0,0
fvicente_p3_t4_parc22_rEsq_n1,vicente,2026-01-13,3,t4,22,Esq,1,0,0,0,29,0,0,0,0,0
fvicente_p1_t4_parc22_rEsq_n2,vicente,2026-01-13,1,t4,22,Esq,2,0,0,0,8,0,0,0,0,0
fvicente_p2_t4_parc22_rEsq_n2,vicente,2026-01-13,2,t4,22,Esq,2,0,0,0,9,0,0,0,0,0
fvicente_p3_t4_parc22_rEsq_n2,vicente,2026-01-13,3,t4,22,Esq,2,0,0,3,23,0,0,0,0,0
fvicente_p1_t4_parc22_rEsq_n3,vicente,2026-01-13,1,t4,22,Esq,3,0,0,0,9,0,0,0,0,0
fvicente_p2_t4_parc22_rEsq_n3,vicente,2026-01-13,2,t4,22,Esq,3,0,0,0,18,0,0,0,0,0
fvicente_p3_t4_parc22_rEsq_n3,vicente,2026-01-13,3,t4,22,Esq,3,0,0,0,21,0,0,0,0,0
fvicente_p1_t5_parc23_rDir_n1,vicente,2026-01-13,1,t5,23,Dir,1,0,0,0,26,0,0,0,0,0
fvicente_p2_t5_parc23_rDir_n1,vicente,2026-01-13,2,t5,23,Dir,1,0,0,0,18,0,0,0,0,0
fvicente_p3_t5_parc23_rDir_n1,vicente,2026-01-13,3,t5,23,Dir,1,0,0,0,17,0,0,0,0,0
fvicente_p1_t5_parc23_rDir_n2,vicente,2026-01-13,1,t5,23,Dir,2,0,0,0,30,0,0,0,0,0
fvicente_p2_t5_parc23_rDir_n2,vicente,2026-01-13,2,t5,23,Dir,2,0,0,0,24,0,0,0,0,0
fvicente_p3_t5_parc23_rDir_n2,vicente,2026-01-13,3,t5,23,Dir,2,0,0,0,18,0,0,0,0,0
fvicente_p1_t5_parc23_rDir_n3,vicente,2026-01-13,1,t5,23,Dir,3,0,0,0,15,0,0,0,0,0
fvicente_p2_t5_parc23_rDir_n3,vicente,2026-01-13,2,t5,23,Dir,3,0,0,0,12,0,0,0,0,0
fvicente_p3_t5_parc23_rDir_n3,vicente,2026-01-13,3,t5,23,Dir,3,0,0,0,15,0,0,0,0,0
fvicente_p1_t5_parc23_rEsq_n1,vicente,2026-01-13,1,t5,23,Esq,1,0,0,0,20,0,0,0,0,0
fvicente_p2_t5_parc23_rEsq_n1,vicente,2026-01-13,2,t5,23,Esq,1,0,0,3,12,0,0,0,0,0
fvicente_p3_t5_parc23_rEsq_n1,vicente,2026-01-13,3,t5,23,Esq,1,0,0,0,7,0,0,0,0,0
fvicente_p1_t5_parc23_rEsq_n2,vicente,2026-01-13,1,t5,23,Esq,2,0,0,0,19,0,0,0,0,0
fvicente_p2_t5_parc23_rEsq_n2,vicente,2026-01-13,2,t5,23,Esq,2,0,0,2,15,0,0,0,0,0
fvicente_p3_t5_parc23_rEsq_n2,vicente,2026-01-13,3,t5,23,Esq,2,0,0,0,10,0,0,0,0,0
fvicente_p1_t5_parc23_rEsq_n3,vicente,2026-01-13,1,t5,23,Esq,3,0,0,0,12,0,0,0,0,0
fvicente_p2_t5_parc23_rEsq_n3,vicente,2026-01-13,2,t5,23,Esq,3,0,0,0,13,0,0,0,0,0
fvicente_p3_t5_parc23_rEsq_n3,vicente,2026-01-13,3,t5,23,Esq,3,0,0,0,13,0,0,0,2,0
fvicente_p1_t6_parc24_rDir_n1,vicente,2026-01-13,1,t6,24,Dir,1,0,0,0,17,0,0,0,0,0
fvicente_p2_t6_parc24_rDir_n1,vicente,2026-01-13,2,t6,24,Dir,1,0,0,0,13,0,0,0,0,0
fvicente_p3_t6_parc24_rDir_n1,vicente,2026-01-13,3,t6,24,Dir,1,0,0,0,13,0,0,0,0,0
fvicente_p1_t6_parc24_rDir_n2,vicente,2026-01-13,1,t6,24,Dir,2,0,0,0,18,0,0,0,0,0
fvicente_p2_t6_parc24_rDir_n2,vicente,2026-01-13,2,t6,24,Dir,2,0,0,0,18,0,0,0,0,0
fvicente_p3_t6_parc24_rDir_n2,vicente,2026-01-13,3,t6,24,Dir,2,0,0,0,12,0,0,0,0,0
fvicente_p1_t6_parc24_rDir_n3,vicente,2026-01-13,1,t6,24,Dir,3,0,0,0,22,0,0,0,0,0
fvicente_p2_t6_parc24_rDir_n3,vicente,2026-01-13,2,t6,24,Dir,3,0,0,0,10,0,0,0,0,0
fvicente_p3_t6_parc24_rDir_n3,vicente,2026-01-13,3,t6,24,Dir,3,0,0,0,8,0,0,0,0,0
fvicente_p1_t6_parc24_rEsq_n1,vicente,2026-01-13,1,t6,24,Esq,1,0,0,0,18,0,0,0,0,0
fvicente_p2_t6_parc24_rEsq_n1,vicente,2026-01-13,2,t6,24,Esq,1,0,0,0,9,0,0,0,0,0
fvicente_p3_t6_parc24_rEsq_n1,vicente,2026-01-13,3,t6,24,Esq,1,0,0,7,10,0,0,0,0,0
